Network Type,Band,Num_Carriers,SINR,RB,TH_CWD0,TH_CWD1,ANT,TRANS,RANK,BLER,CQI_CWD0,CQI_CWD1,MCS_CWD0,MCS_CWD1
CX,U,4,21.1,100,29.54,19.19,2x2,4,2,8.7,10,8,,
CX,U,4,17.8,100,37.85,30.61,2x2,4,2,8.8,10,5,,
CX,L,4,7,68,21.22,23.14,4x4,4,2,8.1,6,6,64QAM,64QAM
CX,U,4,21.4,100,49.9,43.74,2x2,4,2,9.5,11,10,256QAM,256QAM
CX,U,4,21.8,100,32.05,24.02,2x2,4,2,9.1,11,9,,
CX,U,4,19.1,100,43.36,33.57,2x2,4,2,9.9,9,9,,
CX,L,4,8.5,59,24.52,24.13,4x4,4,2,10.3,9,8,64QAM,64QAM
CX,U,4,20.3,100,42.37,34.46,2x2,4,2,9.1,10,8,256QAM,256QAM
CX,U,4,21,100,23.31,19.89,2x2,4,2,9.1,8,8,,
CX,U,4,18.6,100,36.57,30.23,2x2,4,2,9.9,11,6,,
CX,L,4,15.2,53,30.14,39.44,4x4,4,2,8.9,11,13,256QAM,256QAM
CX,U,4,25.7,100,64.7,41.46,2x2,4,2,9,13,9,256QAM,256QAM
CX,U,4,26.1,100,46.73,16.37,2x2,4,1,9,13,6,,
CX,U,4,23.7,100,59.52,29.33,2x2,4,2,9.8,14,4,,
CX,L,4,12.9,67,34.32,44.17,4x4,4,2,8.9,8,10,256QAM,256QAM
CX,U,4,24.7,99,66.88,16.72,2x2,4,1,10.2,13,3,256QAM,256QAM
CX,U,4,25.3,100,50.66,18.29,2x2,4,2,8.7,12,7,,
CX,U,4,22.8,99,65.65,18.51,2x2,4,2,10.5,13,4,,
CX,L,4,17.6,70,41,33.47,4x4,4,2,8.7,13,10,256QAM,256QAM
CX,U,4,21.7,100,47.01,29.05,2x2,4,2,8.5,7,7,256QAM,64QAM
CX,U,4,22.5,100,31.51,13.27,2x2,4,2,9,8,4,,
CX,U,4,19.2,100,38.49,26.1,2x2,4,2,9.1,8,4,,
CX,L,4,18,71,37.49,36.14,4x4,4,2,1.7,12,11,256QAM,256QAM
CX,U,4,22.4,100,58.55,46.25,2x2,4,2,9.1,13,6,256QAM,256QAM
CX,U,4,23.6,100,30.27,16.45,2x2,4,2,8.2,11,8,,
CX,U,4,21.1,100,52.49,38.63,2x2,4,2,8.4,12,8,,
CX,L,4,17.9,70,43.37,43.44,4x4,4,2,9.3,12,11,256QAM,256QAM
CX,U,4,23.6,100,55.26,47.96,2x2,4,2,9.6,12,11,256QAM,256QAM
CX,U,4,24.7,100,29.59,19.2,2x2,4,2,9.3,11,6,,
CX,U,4,22.4,100,48.14,40.8,2x2,4,2,9.5,11,8,,
CX,L,4,16.6,71,32.32,39.76,4x4,4,2,71.9,9,11,64QAM,256QAM
CX,U,4,19,100,38.29,32.27,2x2,4,2,9.4,9,8,256QAM,64QAM
CX,U,4,19.2,100,21.91,14.38,2x2,4,2,8.3,10,5,,
CX,U,4,18.5,100,36.17,30.81,2x2,4,2,9.3,9,8,,
CX,L,4,5.4,36,12.51,10.59,4x4,4,2,8.3,7,5,64QAM,64QAM
CX,U,4,18.2,100,36.03,24.36,2x2,4,2,11.8,10,6,64QAM,64QAM
CX,U,4,18.9,100,19.03,6.29,2x2,4,2,9,8,5,,
CX,U,4,15.2,100,35.75,12.32,2x2,4,1,10.5,9,4,,
CX,L,4,15.4,61,30.74,31.18,4x4,4,2,8.5,11,11,64QAM,256QAM
CX,U,4,22.5,100,48.62,43.82,2x2,4,2,9.2,10,11,256QAM,256QAM
CX,U,4,23.5,100,27.7,19.55,2x2,4,2,8.3,11,8,,
CX,U,4,21.1,100,44.99,38.01,4x4,4,2,9,11,10,,
CX,L,4,13.1,69,44.21,40.75,4x4,4,2,9.3,11,10,256QAM,256QAM
CX,U,4,23.6,100,52.02,47.67,2x2,4,1,9.9,11,10,256QAM,256QAM
CX,U,4,23.5,100,27.21,21.19,2x2,4,2,7.9,12,6,,
CX,U,4,22.6,100,49.96,44.58,2x2,4,2,10,11,11,,
CX,L,4,14.8,18,10.35,9.84,4x4,4,,9.7,12,11,256QAM,256QAM
CX,U,4,23.5,100,52.81,51.55,2x2,4,2,8.9,12,11,256QAM,256QAM
CX,U,4,24.1,100,30.51,27.69,2x2,4,2,8.4,10,9,,
CX,U,4,22.1,100,46.7,40.92,2x2,4,2,9.3,11,10,,
CX,L,4,14.2,6,3.71,4.09,4x4,4,2,10,10,11,256QAM,256QAM
CX,U,4,22,100,30.44,34.39,2x2,4,2,9.3,7,6,256QAM,256QAM
CX,U,4,22.5,100,23.39,24.62,2x2,4,2,8.8,8,7,,
CX,U,4,20.6,100,29.73,26.79,2x2,4,2,9.8,7,8,,
CX,L,4,11.6,5,1.13,1.53,4x4,4,2,8.5,8,9,64QAM,64QAM
CX,U,4,19.4,100,41.08,37.75,2x2,4,2,9.9,10,7,256QAM,256QAM
CX,U,4,19.8,98,28.69,23.59,2x2,4,2,8.6,10,8,,
CX,U,4,18,100,39.23,26.45,2x2,4,2,10,9,8,,
CX,L,4,9.4,15,4.65,5.26,4x4,4,2,9.6,7,8,64QAM,64QAM
CX,U,4,16.2,100,32.05,21.7,2x2,4,2,10.4,8,6,64QAM,64QAM
CX,U,4,15.9,100,26.68,18.51,2x2,4,2,9.6,8,6,,
CX,U,4,15,100,27.58,18.44,2x2,4,2,10.2,8,5,,
CX,L,4,11.1,60,9.8,14.99,4x4,4,,9.5,6,7,16QAM,16QAM
CX,U,4,17.1,100,34.64,26.39,2x2,4,2,9.7,9,5,64QAM,64QAM
CX,U,5,23.9,93,38.31,32.35,2x2,4,2,9.5,,,256QAM,256QAM
CX,U,5,23.3,94,34.14,30.99,2x2,4,2,12.6,,,,
CX,U,5,24,93,15.12,14.15,2x2,4,2,3.6,,,,
CX,L,5,15.6,91,33.28,19.08,4x2,4,1,6.5,9,6,256QAM,64QAM
CX,U,5,24.6,92,38.2,34.23,2x2,4,1,9.2,11,9,256QAM,256QAM
CX,U,5,24.9,92,35.3,34.8,2x2,4,2,9.6,11,10,,
CX,U,5,24.3,91,32.53,27.99,2x2,4,2,7.9,14,14,,
CX,L,5,13.9,85,23.05,20.52,4x2,4,2,10.6,9,4,64QAM,64QAM
CX,U,5,25.8,86,34.12,44.98,2x2,4,2,12.2,,,256QAM,256QAM
CX,U,5,24.3,87,31.23,38.28,2x2,4,2,9.6,,,,
CX,U,5,25.7,86,34.55,38.76,2x2,4,2,12.1,,,,
CX,L,5,10.1,77,28.12,13.82,4x2,4,2,16.2,8,4,64QAM,64QAM
CX,U,5,21.7,95,35.46,38.03,2x2,4,2,11.4,,,64QAM,64QAM
CX,U,5,23.7,100,14.94,31.1,2x2,4,2,0,,,,
CX,U,5,22.8,94,36.83,35.79,2x2,4,2,7.7,,,,
CX,L,5,11.3,81,21.65,8.91,4x2,4,1,21.6,8,5,64QAM,64QAM
CX,U,5,21.5,94,28.95,30.69,2x2,4,1,10.4,9,9,256QAM,256QAM
CX,U,5,20.5,94,30.05,21.99,2x2,4,2,13.5,7,6,,
CX,U,5,22.5,94,28.78,29.98,2x2,4,1,13.3,10,9,,
CX,L,5,16.6,84,35.96,6.5,4x2,4,2,25.5,9,8,64QAM,16QAM
CX,U,5,18.8,95,27.84,24.4,2x2,4,2,10.2,,,64QAM,64QAM
CX,U,5,18.7,94,31,20.12,2x2,4,1,10.6,,,,
CX,U,5,19.7,95,32.34,21.58,2x2,4,1,10.7,,,,
CX,L,5,14.7,91,10.75,10.68,4x2,4,2,11.7,12,1,16QAM,16QAM
CX,U,5,15.4,99,34.64,11.45,2x2,4,2,11.8,,,64QAM,16QAM
CX,U,5,15.3,99,28.26,14.07,2x2,4,1,10,,,,
CX,U,5,16.2,99,33.18,13.81,2x2,4,1,10.2,,,,
CX,L,5,12.4,97,13.76,12.31,4x2,4,2,8.7,12,2,16QAM,16QAM
CX,U,5,9.6,99,24.5,9.5,2x2,4,2,10.2,,,64QAM,16QAM
CX,U,5,9.8,99,21.39,7.96,2x2,4,1,10.2,,,,
CX,U,5,9.8,99,18.5,6.66,2x2,4,1,10.1,,,,
CX,L,5,13.3,91,16.9,8.71,4x2,4,2,8.4,13,0,16QAM,16QAM
CX,U,5,7.4,99,25.06,2.84,2x2,4,1,6.7,,,64QAM,16QAM
CX,U,5,6.5,99,19.99,0.4,2x2,4,1,9.7,,,,
CX,U,5,7.6,99,7.48,0.82,2x2,4,2,9,,,,
CX,U,5,0.4,99,25.06,2.84,2x2,4,1,6.7,,,64QAM,16QAM
CX,U,5,7.6,99,0.48,0.82,2x2,4,2,9,,,,
CX,L,5,4.3,98,28.25,11.92,4x2,4,1,12,10,0,64QAM,64QAM
CX,U,5,0.7,99,12.49,0,2x2,4,1,21.5,,,16QAM,
CX,U,5,-1.5,0,,,2x2,4,1,0,,,,
CX,U,5,6.4,0,,,,,,0,,,,
CX,L,5,8.3,95,27.89,22.9,4x4,4,2,9.5,12,0,64QAM,16QAM
CX,U,5,-2.9,0,,,,,,0,,,,
CX,U,5,-1.2,0,,,,,,0,,,,
CX,U,5,-0.7,99,22.67,0,2x2,4,1,62.3,,,,
CX,L,4,12.8,98,33.98,35.44,4x4,4,,11.3,14,0,64QAM,64QAM
CX,U,4,-2.9,0,,,,,,0,,,,
CX,U,4,-1.2,0,,,,,,0,,,,
CX,U,4,18.3,0,,,,,,0,,,,
CX,L,5,18.5,88,20.71,17.92,4x2,4,2,14.4,13,1,64QAM,64QAM
CX,U,5,10,96,15.78,4.98,2x2,4,1,39.2,,,64QAM,64QAM
CX,U,5,9.2,93,22.48,3.02,2x2,4,1,33.8,,,,
CX,U,5,3.4,94,10.84,4.17,2x2,4,1,30.4,,,,
CX,L,5,19.7,94,31.84,29.45,4x2,4,2,12.2,13,0,64QAM,64QAM
CX,U,5,8.2,97,16.02,3.26,2x2,4,1,31.6,,,64QAM,16QAM
CX,U,5,9,96,10.74,5.47,2x2,4,1,34,,,,
CX,U,5,7,97,13.53,2.32,2x2,4,1,28.7,,,,
CX,L,5,20.1,97,36.41,30.71,4x2,4,2,13.8,14,0,64QAM,64QAM
CX,U,5,7.2,100,7.43,0,2x2,4,1,59,,,64QAM,
CX,U,5,5.6,100,6.36,0,2x2,4,1,50,,,,
CX,U,5,6.4,99,4.6,0.25,2x2,4,1,47.8,,,,
CX,L,5,16.2,62,24.78,19.33,4x2,4,2,10,10,2,64QAM,64QAM
CX,U,5,6,99,16.4,2.31,2x2,4,1,29.2,,,64QAM,16QAM
CX,U,5,6.8,99,14.29,4.19,2x2,4,1,24.6,,,,
CX,U,5,7.7,100,26.22,0.86,2x2,4,1,35.9,,,,
CX,L,5,17,96,40.8,37.35,4x2,4,2,10.2,9,8,256QAM,64QAM
CX,U,5,7.5,98,28.22,2.32,2x2,4,2,44.8,9,1,64QAM,16QAM
CX,U,5,6.9,99,23.6,2.4,2x2,4,2,38.6,8,1,,
CX,U,5,7.9,99,31.18,0.57,2x2,4,1,52.3,9,0,,
CX,L,5,18.3,63,18.74,17.56,4x2,4,2,11.6,14,0,64QAM,64QAM
CX,U,5,6.4,99,24.06,0.52,2x2,4,1,48.5,,,64QAM,16QAM
CX,U,5,9.4,99,22.93,1,2x2,4,1,53,,,,
CX,U,5,9.5,99,23.33,2.21,2x2,4,1,46.8,,,,
CX,L,5,17.2,56,27.87,13.65,4x2,4,1,10.7,14,0,256QAM,64QAM
CX,U,5,6.1,91,3.83,0.77,2x2,4,1,37.3,,,64QAM,16QAM
CX,U,5,7.1,95,2.61,0.27,2x2,4,1,22.7,,,,
CX,U,5,7.6,98,3.35,1.92,2x2,4,2,14.4,,,,
CX,L,5,17,88,41.41,20.29,4x2,4,2,11.7,14,0,256QAM,64QAM
CX,U,5,10.5,97,18.81,6.27,2x2,4,2,24.2,,,64QAM,64QAM
CX,U,5,11.1,97,16.63,6.65,2x2,4,1,25.1,,,,
CX,U,5,10.9,96,22.3,5.45,2x2,4,2,30.4,,,,
CX,L,5,15.8,65,23.55,16.26,4x2,4,1,9,12,0,256QAM,64QAM
CX,U,5,5.8,99,17.45,0.59,2x2,4,1,34,,,64QAM,16QAM
CX,U,5,5.7,97,19.26,0.54,2x2,4,1,44.3,,,,
CX,U,5,4.5,99,21.13,1.04,2x2,4,1,44.4,,,,
CX,L,5,16.5,97,35.74,13.42,4x2,4,1,18.4,13,0,256QAM,64QAM
CX,U,5,5.4,98,21.36,0.62,2x2,4,1,49.7,,,64QAM,16QAM
CX,U,5,6.2,99,22.56,0.65,2x2,4,1,51.6,,,,
CX,U,5,6.3,98,22.46,0,2x2,4,1,61.1,,,,
CX,L,5,11.8,81,9.43,3.79,4x2,4,2,8.4,12,0,16QAM,16QAM
CX,U,5,8.6,99,30.85,0,2x2,4,1,63.7,,,256QAM,
CX,U,5,6.2,98,25.49,3.14,2x2,4,2,50,,,,
CX,U,5,8.1,99,25.16,1.79,2x2,4,1,52.5,,,,
CX,L,5,22.2,66,26.38,23.23,4x2,4,2,11.2,14,4,256QAM,256QAM
CX,U,5,11.4,99,21.34,6.16,2x2,4,2,44.2,,,64QAM,64QAM
CX,U,5,11,99,23.01,2.04,2x2,4,1,47.3,,,,
CX,U,5,9.1,99,12.61,4.59,2x2,4,1,47.8,,,,
CX,L,5,18.1,96,40,33.28,4x2,4,2,8.5,13,0,256QAM,64QAM
CX,U,5,9.1,99,16.99,0,2x2,4,1,41.5,,,64QAM,
CX,U,5,10.2,99,20.23,0.7,2x2,4,1,49.3,,,,
CX,U,5,7.8,99,22.05,0,2x2,4,1,35.8,,,,
CX,L,5,17.7,60,26.03,18.97,4x2,4,2,8.9,10,10,256QAM,64QAM
CX,U,5,8.8,97,22.88,1.92,2x2,4,2,43.7,,,64QAM,16QAM
CX,U,5,9.5,97,23.97,1.75,2x2,4,1,49.3,,,,
CX,U,5,7.5,97,18.22,3.54,2x2,4,1,43.7,,,,
CX,L,5,14.4,70,27.99,12.15,4x2,4,2,6,8,7,64QAM,64QAM
CX,U,5,6.7,99,25.76,3.35,2x2,4,1,38.4,,,64QAM,64QAM
CX,U,5,7.6,100,10.6,0,2x2,4,1,50,,,,
CX,U,5,7.6,100,22.59,0,2x2,4,1,31.6,,,,
CX,L,5,15.3,89,32.1,31.3,4x2,4,1,10.7,9,8,64QAM,64QAM
CX,U,5,6.9,99,23.45,2.98,2x2,4,1,52.1,6,1,64QAM,16QAM
CX,U,5,6,99,19.15,2.15,2x2,4,1,49.8,6,1,,
CX,U,5,7.5,99,17.6,4.41,2x2,4,1,49.2,8,2,,
CX,L,5,16.4,70,31.25,26.75,4x2,4,2,10.5,9,9,256QAM,256QAM
CX,U,5,7.5,99,12.95,0.8,2x2,4,1,44.5,,,64QAM,16QAM
CX,U,5,8.1,99,23.48,1.18,2x2,4,1,50.2,,,,
CX,U,5,8.2,99,22.84,1.19,2x2,4,1,44.4,,,,
CX,L,5,17.9,92,31.96,30.28,4x2,4,2,9.2,9,10,64QAM,64QAM
CX,U,5,8.2,96,24.22,2.07,2x2,4,2,36.9,,,64QAM,16QAM
CX,U,5,7.4,95,22.8,1.4,2x2,4,1,41.8,,,,
CX,U,5,7.5,96,25.9,0.82,2x2,4,1,47.4,,,,
CX,L,5,20.3,85,29.23,24.96,4x2,4,2,12,11,11,256QAM,256QAM
CX,U,5,10.7,88,24.33,2.93,2x2,4,1,47.4,,,64QAM,16QAM
CX,U,5,7.4,88,19.84,3.1,2x2,4,1,52.9,,,,
CX,U,5,10.7,90,17.72,1.72,2x2,4,1,47.7,,,,
CX,L,5,21.9,65,32.99,31.33,4x2,4,2,8.9,12,11,256QAM,256QAM
CX,U,5,11.1,99,28.22,6.64,2x2,4,1,35.5,,,64QAM,64QAM
CX,U,5,10.4,99,25.43,5.29,2x2,4,1,36.2,,,,
CX,U,5,11.3,98,25.07,6.36,2x2,4,2,34.4,,,,
CX,L,5,23,84,31.04,25.9,4x2,4,1,10.8,14,6,256QAM,256QAM
CX,U,5,11.4,90,16.89,4.51,2x2,4,1,31.5,,,64QAM,64QAM
CX,U,5,11.6,88,12.82,8.2,2x2,4,2,31.5,,,,
CX,U,5,12.6,93,28.48,7.12,2x2,4,1,44.3,,,,
CX,L,5,23.6,79,40.2,32.24,4x2,4,2,9.3,13,11,256QAM,256QAM
CX,U,5,11.9,95,15.34,10.14,2x2,4,2,23.8,,,64QAM,64QAM
CX,U,5,13.2,96,13.44,11.27,2x2,4,2,19.7,,,,
CX,U,5,13.1,93,15.59,13.99,2x2,4,1,25.9,,,,
CX,L,5,24.2,94,49.54,38.39,4x2,4,2,9.3,12,11,256QAM,256QAM
CX,U,5,13.1,96,18.36,15.64,2x2,4,2,18.8,,,64QAM,64QAM
CX,U,5,13.9,97,16.63,15.95,2x2,4,2,15.8,,,,
CX,U,5,13.6,96,19.46,16.15,2x2,4,2,24.1,,,,
CX,L,5,22.6,76,39.23,32.17,4x2,4,2,9.5,14,1,256QAM,256QAM
CX,U,5,13.9,97,17.79,15.64,2x2,4,2,29.7,,,64QAM,64QAM
CX,U,5,14.1,97,18.21,15.29,2x2,4,1,26.5,,,,
CX,U,5,13.8,98,17.49,14.79,2x2,4,2,29.6,,,,
CX,L,5,23.9,97,37.12,45.1,4x2,4,2,9.6,15,0,64QAM,64QAM
CX,U,5,15.8,99,22.52,25.5,2x2,4,2,18.3,,,64QAM,64QAM
CX,U,5,14.3,98,22.8,19.93,2x2,4,1,20.7,,,,
CX,U,5,17.4,98,17.68,28.67,2x2,4,2,18.2,,,,
CX,L,5,23.9,58,25.34,27.17,4x2,4,1,9.1,12,11,256QAM,256QAM
CX,U,5,15.9,97,21.42,22.88,2x2,4,2,19.9,,,64QAM,64QAM
CX,U,5,18.3,97,27.85,20.08,2x2,4,2,21.6,,,,
CX,U,5,17.3,97,21.8,25.45,2x2,4,2,22.9,,,,
CX,L,5,19.6,96,29.67,27.97,4x2,4,2,4.2,14,0,64QAM,64QAM
CX,U,5,17.7,98,20.4,22.37,2x2,4,2,28,,,64QAM,64QAM
CX,U,5,17.6,98,25.25,20.8,2x2,4,2,26.9,,,,
CX,U,5,18,97,19.67,21.11,2x2,4,2,23.7,,,,
CX,L,5,24.6,67,29.51,27.5,4x2,4,1,25.9,15,0,256QAM,256QAM
CX,U,5,16.3,97,22.13,22.78,2x2,4,1,25.9,,,64QAM,64QAM
CX,U,5,17.5,96,25.2,25.38,2x2,4,2,29,,,,
CX,U,5,16.1,97,23.23,22.01,2x2,4,2,32.6,,,,
CX,L,5,26.5,83,11.36,11.5,4x2,4,2,24.5,13,6,16QAM,16QAM
CX,U,5,16.8,88,18.76,18.49,2x2,4,2,36.8,,,64QAM,64QAM
CX,U,5,18.5,86,12.74,11.05,2x2,4,2,35,,,,
CX,U,5,15.9,88,15.83,13.96,2x2,4,1,32.3,,,,
CX,L,5,26,82,35.27,36.96,4x2,4,2,10.8,14,14,256QAM,256QAM
CX,U,5,18.8,81,14.29,15.47,2x2,4,2,30.1,9,9,64QAM,256QAM
CX,U,5,20.1,83,20.02,19.51,2x2,4,2,29.2,8,8,,
CX,U,5,20.2,80,16.34,16.16,2x2,4,2,34.7,11,11,,
CX,L,5,26,86,36.71,36.09,4x2,4,2,8.8,14,14,256QAM,256QAM
CX,U,5,25.7,87,27.45,25.24,2x2,4,2,24.9,,,256QAM,256QAM
CX,U,5,25.7,84,13.45,14.36,2x2,4,2,22.8,,,,
CX,U,5,26.6,85,26.67,27.78,4x2,4,1,20.9,,,,
CX,L,5,22.9,56,14.72,14.77,4x2,4,2,20.5,10,10,64QAM,64QAM
CX,U,5,25.4,81,30.02,28.4,2x2,4,2,26.7,,,256QAM,256QAM
CX,U,5,26.2,79,21.48,21.79,2x2,4,2,31.8,,,,
CX,U,5,25.3,80,21.98,18.7,2x2,4,2,31.4,,,,
CX,L,5,17.9,66,17.82,17.99,4x2,4,2,20.2,11,6,64QAM,64QAM
CX,U,5,24,77,12.71,11.37,2x2,4,2,18.1,,,256QAM,256QAM
CX,U,5,25,81,21.48,20.28,2x2,4,2,27.6,,,,
CX,U,5,24.2,78,18.79,16.35,2x2,4,1,25.7,,,,
CX,L,5,18,59,17.28,18.56,4x2,4,2,8.5,14,0,64QAM,256QAM
CX,U,5,18,94,16.88,13.16,2x2,4,2,17.9,,,64QAM,64QAM
CX,U,5,19,91,15.88,12.9,2x2,4,1,24.7,,,,
CX,U,5,19.2,92,19.02,15.56,2x2,4,2,29.7,,,,
CX,L,5,23.6,89,17.74,14.15,4x2,4,1,30,10,9,64QAM,64QAM
CX,U,5,20.3,85,17.98,20.61,2x2,4,2,14,,,256QAM,256QAM
CX,U,5,20.5,81,13.15,15.44,2x2,4,2,17.5,,,,
CX,U,5,22.3,68,3.12,3.73,2x2,4,1,25.1,,,,
CX,L,5,24.9,95,8.51,9.53,4x2,4,2,8.7,13,12,,
CX,U,5,22.8,89,35.74,35.6,2x2,4,2,24.9,,,256QAM,256QAM
CX,U,5,24.6,96,41.46,41.19,2x2,4,2,17.2,,,,
CX,U,5,21.2,86,30.03,28.16,2x2,4,2,24.6,,,,
CX,L,5,22.2,85,30.1,27.41,4x2,4,2,11.7,11,9,64QAM,64QAM
CX,U,5,22,85,9.5,9.94,2x2,4,2,19.6,5,5,64QAM,64QAM
CX,U,5,23,88,14.43,15.43,2x2,4,2,21.6,4,5,,
CX,U,5,23.1,84,11.59,11.31,2x2,4,2,22.9,10,10,,
CX,L,5,23.8,67,7.28,5.91,4x2,4,2,12.6,15,0,16QAM,16QAM
CX,U,5,19.1,96,19.99,19.99,2x2,4,2,15.2,,,64QAM,64QAM
CX,U,5,20.2,95,20.35,20.44,2x2,4,1,16.2,,,,
CX,U,5,19.9,95,17.37,20.09,2x2,4,2,15,,,,
CX,L,5,21.6,86,5.5,5.67,4x2,4,2,8.9,13,13,,
CX,U,5,19.2,86,17.62,14.94,2x2,4,2,21.4,,,64QAM,64QAM
CX,U,5,19.9,86,17.35,15.22,2x2,4,2,15.7,,,,
CX,U,5,19.9,85,12.03,14.49,2x2,4,1,22.2,,,,
CX,L,5,19.9,77,7.3,7.8,4x2,4,2,12.2,13,12,QPSK,16QAM
CX,U,5,18.6,96,31.24,23.39,2x2,4,1,13.9,,,256QAM,64QAM
CX,U,5,19.1,97,28.63,25.02,2x2,4,2,14,,,,
CX,U,5,19.7,97,26.81,26.46,2x2,4,2,12.3,,,,
CX,L,5,26.7,87,8.06,7.48,4x2,4,2,9.9,13,14,16QAM,16QAM
CX,U,5,21.9,95,29.02,28.81,2x2,4,2,16.4,,,256QAM,256QAM
CX,U,5,22.1,94,28.62,28.29,2x2,4,2,20,,,,
CX,U,5,21.7,97,24.2,25.23,2x2,4,2,20.8,,,,
CX,L,5,25.4,93,7.73,7.8,4x2,4,2,6.9,13,13,16QAM,16QAM
CX,U,5,20.3,93,21.02,22.8,2x2,4,2,16.1,,,256QAM,256QAM
CX,U,5,20.7,93,27.06,25.58,2x2,4,1,24.4,,,,
CX,U,5,21.5,92,25.79,22.77,2x2,4,2,17.2,,,,
CX,L,5,23.2,82,24.33,16,4x2,4,2,8.4,12,10,256QAM,64QAM
CX,U,5,21.5,80,17.29,16.91,2x2,4,2,29,,,256QAM,256QAM
CX,U,5,21.8,77,10.44,10.46,2x2,4,2,26.2,,,,
CX,U,5,22.7,79,17.21,16.18,2x2,4,2,31.7,,,,
CX,L,5,18.4,68,16.95,15.3,4x2,4,1,6.5,8,9,64QAM,64QAM
CX,U,5,18.6,98,22.76,23.7,2x2,4,2,15,,,64QAM,64QAM
CX,U,5,17.8,99,26.91,19.3,2x2,4,2,15,,,,
CX,U,5,18.5,98,30.41,20.44,2x2,4,2,23.5,,,,
CX,L,5,21.5,50,14.08,9.42,4x2,4,1,10.1,11,8,64QAM,64QAM
CX,U,5,17.8,62,13.06,11.52,2x2,4,2,23.5,,,64QAM,256QAM
CX,U,5,22.1,72,12.35,8.75,2x2,4,1,20.2,,,,
CX,U,5,22.8,85,21.89,17.94,2x2,4,2,25.9,,,,
CX,L,5,19.1,84,25.56,9.64,4x2,4,2,4.6,13,0,64QAM,64QAM
CX,U,5,21.4,88,21.53,20.6,2x2,4,2,18.1,,,256QAM,256QAM
CX,U,5,20.7,81,18.72,17.57,2x2,4,2,18.7,,,,
CX,U,5,21.1,86,19.14,20.25,2x2,4,2,21.6,,,,
CX,L,5,14.1,87,25.69,22.73,4x2,4,2,10,11,0,64QAM,64QAM
CX,U,5,20.6,92,32.35,14.39,2x2,4,2,19.4,,,256QAM,256QAM
CX,U,5,19.4,92,25.85,17.34,2x2,4,2,18.6,,,,
CX,U,5,19.8,92,27.21,18.32,2x2,4,2,11.7,,,,
CX,L,5,19.8,61,21.63,16.79,4x2,4,2,9.7,13,2,256QAM,64QAM
CX,U,5,19.1,85,17.95,19.6,2x2,4,2,12,,,256QAM,256QAM
CX,U,5,19.2,81,16.38,14.62,2x2,4,2,30.3,,,,
CX,U,5,19.5,85,19.16,14.65,2x2,4,2,29.5,,,,
CX,L,5,10,92,46.11,17.95,4x2,4,1,6.1,9,2,256QAM,64QAM
CX,U,5,9.1,99,24.14,0,2x2,4,1,17.7,,,64QAM,
CX,U,5,7.9,98,25.39,0,2x2,4,1,10.1,,,,
CX,U,5,10,98,29.37,0,2x2,4,1,11.9,,,,
CX,L,5,10,98,42.83,39.81,4x2,4,2,11.7,6,6,256QAM,64QAM
CX,U,5,7.1,99,23.21,0,2x2,4,1,9.5,,,64QAM,
CX,U,5,8.2,99,27.84,1.13,2x2,4,1,8.4,,,,
CX,U,5,7,99,26.05,1.65,2x2,4,1,10.3,,,,
CX,L,5,8.6,98,60.96,5.29,4x2,4,2,71.4,10,0,256QAM,64QAM
CX,U,5,6.1,99,16.45,0.74,2x2,4,1,12.8,,,16QAM,16QAM
CX,U,5,5.7,99,21.38,0,2x2,4,1,10.5,,,,
CX,U,5,5.5,99,24.71,0,2x2,4,1,10.8,,,,
CX,L,5,10.2,98,61.53,8.72,4x2,4,1,8.9,10,1,256QAM,64QAM
CX,U,5,5.9,99,6.17,0,2x2,4,1,12.2,4,0,16QAM,
CX,U,5,4.8,99,17.22,0,2x2,4,1,9,7,0,,
CX,U,5,5.9,99,21.05,0,2x2,4,1,9.5,9,0,,
CX,L,5,7.1,98,58.64,0,4x2,4,1,71.4,9,0,256QAM,64QAM
CX,U,5,6.3,99,13.43,1.5,2x2,4,1,12.9,,,16QAM,QPSK
CX,U,5,5.8,99,17.59,0,2x2,4,1,10.6,,,,
CX,U,5,6.9,99,23.29,0,2x2,4,1,9.2,,,,
CX,L,5,2.4,95,45.08,1.92,4x2,4,2,8.4,7,0,64QAM,64QAM
CX,U,5,6.2,99,22.24,0,2x2,4,1,11.9,,,64QAM,
CX,U,5,7.3,99,26.17,0.39,2x2,4,1,9.9,,,,
CX,U,5,7.5,99,25.63,0,2x2,4,2,11.4,,,,
CX,L,4,14,56,24.56,17.21,4x4,4,2,8.3,11,9,64QAM,64QAM
CX,U,4,18.5,100,37.03,33.31,2x2,4,2,9.7,10,6,256QAM,256QAM
CX,U,4,17.6,100,31.06,30.15,2x2,4,2,10.8,11,5,,
CX,U,4,18.3,100,37.32,30.38,2x2,4,1,10,7,,,
CX,L,4,15.9,49,19.82,11.95,4x4,4,2,10.4,12,9,64QAM,64QAM
CX,U,4,20,100,43.06,39.35,2x2,4,2,7.9,9,8,256QAM,256QAM
CX,U,4,18,100,36.44,31.67,2x2,4,2,9.4,10,6,,
CX,U,4,19.2,100,39.3,35.71,2x2,4,2,8.7,9,8,,
CX,L,4,15.9,60,30.7,19.86,4x4,4,2,7.8,13,9,256QAM,64QAM
CX,U,4,19.3,100,41.71,40.23,2x2,4,2,9.5,9,7,256QAM,256QAM
