Network Type,Band,Num_Carriers,SINR,RB,TH_CWD0,TH_CWD1,ANT,TRANS,RANK,BLER,CQI_CWD0,CQI_CWD1,MCS_CWD0,MCS_CWD1
LO,L,4,22.6,46,38.75,39.22,4x2,4,2,0.8,14,15,,
LO,L,4,17,23,10.59,9.11,4x2,4,2,9.5,10,8,,
LO,L,4,23,90,39.37,33.95,4x2,4,2,9.5,8,7,64QAM,64QAM
LO,L,4,20.7,22,11.81,10.22,2x2,4,2,8.2,10,9,256QAM,256QAM
LO,L,4,22.6,47,39.14,39.71,4x2,4,2,1.2,14,14,,
LO,L,4,17.2,21,7.81,8.85,4x2,4,2,8.6,9,9,,
LO,L,4,23.3,67,29.92,23.69,4x2,4,2,9.7,8,6,64QAM,64QAM
LO,L,4,19.8,20,10.74,5.48,2x2,4,2,7.7,11,6,256QAM,256QAM
LO,L,4,22.7,45,36.31,36.74,4x2,4,2,0.8,15,14,,
LO,L,4,17.9,23,9.84,10.04,4x2,4,2,9.4,8,7,,
LO,L,4,22.6,84,34.82,25.59,4x2,4,1,9.4,8,7,64QAM,64QAM
LO,L,4,19.7,23,15.08,4.41,2x2,4,2,6.5,12,3,256QAM,256QAM
LO,L,4,23.1,48,36.66,37.98,4x2,4,2,2,14,14,,
LO,L,4,17,17,6.58,5.97,4x2,4,2,9.9,9,8,,
LO,L,4,23.5,92,42.24,31.72,4x2,4,2,9.3,8,7,64QAM,64QAM
LO,L,4,21.7,23,13.56,8.17,2x2,4,2,7.9,10,6,256QAM,256QAM
LO,L,4,23.1,49,39.1,39.55,4x2,4,2,0.7,14,15,,
LO,L,4,17.6,19,7.2,7.49,4x2,4,2,7.5,8,9,,
LO,L,4,23.2,71,31.93,26.05,4x2,4,2,8.7,8,7,64QAM,64QAM
LO,L,4,20.3,23,18.41,2.77,2x2,4,2,3.4,13,1,256QAM,256QAM
LO,L,4,22.9,48,39.15,39.45,4x2,4,2,2.3,14,14,,
LO,L,4,16.1,20,11.19,4.64,4x2,4,1,8.1,11,5,,
LO,L,4,23,79,34.35,28.9,4x2,4,2,9.5,8,6,64QAM,64QAM
LO,L,4,18.3,18,12.71,3.08,2x2,4,1,4.9,12,3,256QAM,256QAM
LO,L,4,22.9,49,41.13,39.82,4x2,4,1,2.1,13,14,,
LO,L,4,14.5,19,7.92,6.12,4x2,4,2,9.4,8,7,,
LO,L,4,22.8,87,36.75,32.66,4x2,4,2,9.6,8,6,64QAM,64QAM
LO,L,4,18.3,21,8.79,10.56,2x2,4,2,8.7,8,10,256QAM,256QAM
LO,L,4,22.8,48,39.3,40.2,4x2,4,2,1.1,14,14,,
LO,L,4,14.2,17,6.75,4.58,4x2,4,2,9.8,9,7,,
LO,L,4,23.4,79,36.65,30.45,4x2,4,2,8.8,8,7,64QAM,64QAM
LO,L,4,19.8,22,11.8,8.35,2x2,4,2,8.7,,,256QAM,256QAM
LO,L,4,22.6,47,39.87,40,4x2,4,2,0.8,,,,
LO,L,4,17,17,7.09,5.1,4x2,4,2,9.8,,,,
LO,L,4,23.4,84,36.31,30.73,4x2,4,2,9.1,8,7,256QAM,64QAM
LO,L,4,18.7,22,9.43,6.3,2x2,4,2,7,,,256QAM,256QAM
LO,L,4,22.8,49,40.42,40.83,4x2,4,2,0.8,,,,
LO,L,4,12.4,20,7.58,6.2,4x2,4,2,9.2,,,,
LO,L,4,23.2,89,38.05,31.52,4x2,4,2,8.5,7,7,64QAM,64QAM
LO,L,4,18,20,15.11,1.59,2x2,4,1,2.9,,,256QAM,256QAM
LO,L,4,22.6,48,40.7,41.16,4x2,4,2,1.2,,,,
LO,L,4,15.2,17,7.66,3.88,4x2,4,2,7.7,,,,
LO,L,4,22.9,77,32.37,27.04,4x2,4,2,8.8,8,6,64QAM,64QAM
LO,L,4,19.4,17,5.98,7.05,2x2,4,2,8.9,,,256QAM,256QAM
LO,L,4,22.8,49,41.14,41.62,4x2,4,2,0.9,,,,
LO,L,4,13.9,17,6.94,4.8,4x2,4,2,9.1,,,,
LO,L,4,22.9,90,39.24,32.05,4x2,4,2,9.7,8,6,64QAM,64QAM
LO,L,4,20,10,3.86,3.76,2x2,4,2,9.4,,,256QAM,256QAM
LO,L,4,22.7,49,41.08,41.53,4x2,4,2,1,,,,
LO,L,4,14.1,18,8.78,4.45,4x2,4,2,8.7,,,,
LO,L,4,22.9,82,28.47,25.41,4x2,4,1,8.9,7,7,64QAM,64QAM
LO,L,4,19.5,15,9.16,1.19,2x2,4,1,8,,,256QAM,64QAM
LO,L,4,22.5,48,39.79,40.26,4x2,4,1,4.2,,,,
LO,L,4,14.6,20,9.15,5.86,4x2,4,2,7.9,,,,
LO,L,4,23.5,85,51.98,0,4x2,4,1,8.8,10,0,256QAM,64QAM
LO,L,4,19.6,21,11.49,4.31,2x2,4,1,7,13,6,256QAM,64QAM
LO,L,4,23.1,49,35.18,36.96,4x2,4,2,5.5,12,15,,
LO,L,4,24,21,11.16,7.02,4x2,4,2,9.8,9,7,,
LO,L,4,13.6,54,25.78,4.01,4x2,4,1,9.8,9,1,256QAM,64QAM
LO,L,4,20.7,13,7.65,3.16,2x2,4,2,8.3,13,6,256QAM,64QAM
LO,L,4,22.9,49,36.08,36.94,4x2,4,2,5.4,12,15,,
LO,L,4,22.6,15,6.36,4,4x2,4,2,9.9,9,7,,
LO,L,4,23.5,73,40.91,2.5,4x2,4,2,9.3,9,0,256QAM,64QAM
LO,L,4,20.7,21,15.89,3.82,2x2,4,1,7.9,12,3,256QAM,64QAM
LO,L,4,23.5,47,37.01,33.78,4x2,4,2,7,14,12,,
LO,L,4,23.9,22,10.97,6.65,4x2,4,2,9,10,7,,
LO,L,4,23.8,91,54.37,6.38,4x2,4,2,8.7,10,1,256QAM,64QAM
LO,L,4,23.5,18,9.72,8.93,2x2,4,2,8.5,10,10,256QAM,256QAM
LO,L,4,22.5,49,40.46,40.58,4x2,4,1,3.9,14,14,,
LO,L,4,21.5,22,10.83,8.91,4x2,4,2,9.5,10,9,,
LO,L,4,19.6,93,43.84,3.3,4x2,4,1,9.3,8,0,64QAM,64QAM
LO,L,4,21.4,22,18.25,14.26,2x2,4,1,5.6,14,11,256QAM,256QAM
LO,L,4,21.7,49,37.28,37.66,4x2,4,2,7.2,14,12,,
LO,L,4,20.1,24,14.28,15.68,4x2,4,2,9.3,10,12,,
LO,L,4,21.1,83,52.94,0,4x2,4,1,7.3,12,0,256QAM,64QAM
LO,L,4,24.2,22,16.23,16.08,2x2,4,2,9.7,14,13,256QAM,256QAM
LO,L,4,21.4,46,32.5,34.46,4x2,4,2,4.3,15,14,,
LO,L,4,16.2,22,7.94,5.31,4x2,4,2,5.7,10,8,,
LO,L,4,21.6,94,59.76,4.12,4x2,4,1,8,11,1,256QAM,64QAM
LO,L,4,22.1,19,11.41,11.18,2x2,4,2,6.3,13,13,256QAM,256QAM
LO,L,4,22.1,48,39.83,39.54,4x2,4,2,2.3,14,14,,
LO,L,4,17.5,19,9.09,8.61,4x2,4,2,8.5,10,10,,
LO,L,4,22.1,83,37.83,0,4x2,4,1,8.4,10,0,256QAM,64QAM
LO,L,4,23.6,21,12.14,11.09,2x2,4,2,9.3,,,256QAM,256QAM
LO,L,4,24.6,42,25.34,25.78,4x2,4,2,6.6,,,,
LO,L,4,23,21,4.95,11.47,4x2,4,2,8.5,,,,
LO,L,4,22.1,73,34.32,0,4x2,4,1,9.5,9,0,256QAM,64QAM
LO,L,4,24.2,17,8.53,7.4,2x2,4,2,5.7,13,12,256QAM,256QAM
LO,L,4,23.7,43,26.05,26.14,4x2,4,2,9.9,13,12,,
LO,L,4,21.1,22,6.08,13.54,4x2,4,2,8.5,7,13,,
LO,L,4,23.2,69,37.86,0,4x2,4,1,8.2,11,0,256QAM,64QAM
LO,L,4,23.5,13,6.07,5.38,2x2,4,2,8.8,,,256QAM,256QAM
LO,L,4,24.1,43,28.31,29.57,4x2,4,2,4.8,,,,
LO,L,4,22.8,17,6.84,2.75,4x2,4,1,10.3,,,,
LO,L,4,10.8,4,0.03,0,4x2,4,1,0,,,16QAM,64QAM
LO,L,4,20.4,0,,,,,,0,,,,
LO,L,4,26.6,0,,,,,,0,,,,
LO,L,4,18.6,46,16.05,0,4x2,4,1,7.7,12,0,64QAM,
LO,L,4,26.3,13,7.19,8.66,2x2,4,2,2.7,,,256QAM,256QAM
LO,L,4,24,26,16.45,17.08,4x2,4,2,10.4,,,,
LO,L,4,14.7,12,4.65,0,4x2,4,1,11.9,,,,
LO,L,4,19.6,51,13.72,1.25,4x2,4,1,6.1,8,0,64QAM,16QAM
LO,L,4,23.2,14,6.95,9.01,2x2,4,2,3.6,,,256QAM,256QAM
LO,L,4,25.5,28,16.86,18.22,4x2,4,2,12.4,,,,
LO,L,4,19.7,13,2.11,2.89,4x2,4,2,12.8,,,,
LO,L,4,22.9,51,14.87,1.34,4x2,4,1,5.3,11,0,64QAM,64QAM
LO,L,4,24,14,6.55,8.82,2x2,4,2,4.8,,,256QAM,256QAM
LO,L,4,25.1,28,17.21,15.87,4x2,4,2,13,,,,
LO,L,4,15.3,14,3.39,3.21,4x2,4,2,13.2,,,,
LO,L,4,21.8,45,18.22,0,4x2,4,1,6.4,12,0,64QAM,64QAM
LO,L,4,25,11,7.08,7.6,2x2,4,1,2.5,,,256QAM,256QAM
LO,L,4,25,24,15.56,15.02,4x2,4,1,9.9,,,,
LO,L,4,16.9,12,3.27,3.35,4x2,4,2,14,,,,
LO,L,4,22,50,21.96,0,4x2,4,1,8.9,12,0,256QAM,64QAM
LO,L,4,25.6,13,7.27,7.73,2x2,4,2,2.7,,,256QAM,256QAM
LO,L,4,24.2,27,14.98,16.4,4x2,4,2,13.6,,,,
LO,L,4,18.3,14,1.89,2.23,4x2,4,1,16.5,,,,
LO,L,4,21.5,53,21.64,0,4x2,4,1,5.5,11,0,256QAM,64QAM
LO,L,4,24.6,14,5.94,8.05,2x2,4,2,1.2,,,256QAM,256QAM
LO,L,4,24.3,27,16.71,13.68,4x2,4,2,10.9,,,,
LO,L,4,20.8,16,1.02,2.32,4x2,4,2,8.7,,,,
LO,L,4,22.5,48,23.25,0,4x2,4,1,4.7,11,0,256QAM,64QAM
LO,L,4,25.6,13,6.41,3.41,2x2,4,2,2.4,11,5,256QAM,256QAM
LO,L,4,27.9,25,15.45,15.37,4x2,4,2,10.4,15,15,,
LO,L,4,21.8,13,2.81,3.28,4x2,4,2,11.2,13,13,,
LO,L,4,22.4,46,22.67,0,4x2,4,1,5.9,11,0,256QAM,64QAM
LO,L,4,25.6,14,5.38,7.46,2x2,4,1,5.9,8,11,256QAM,256QAM
LO,L,4,27.9,24,15.41,15.45,4x2,4,2,10.2,14,13,,
LO,L,4,20.2,15,2.15,1.27,4x2,4,2,7.7,12,12,,
LO,L,4,22,50,26.07,0,4x2,4,1,7.3,10,0,256QAM,64QAM
LO,L,4,26.6,12,7.2,1.98,2x2,4,2,0.9,,,256QAM,256QAM
LO,L,4,27.6,26,17.77,17.24,4x2,4,2,3.9,,,,
LO,L,4,21.7,15,1.99,1.25,,,,5.6,,,,
LO,L,4,21.6,48,23.54,0,4x2,4,1,6.5,10,0,256QAM,64QAM
LO,L,4,26.2,12,7.82,0.93,2x2,4,1,0.2,,,256QAM,256QAM
LO,L,4,27.9,25,16.86,16.46,4x2,4,2,11.9,,,,
LO,L,4,17.7,14,2.43,1.83,4x2,4,2,6.5,,,,
LO,L,4,21.4,53,22.3,0,4x2,4,1,6.1,10,0,256QAM,64QAM
LO,L,4,25.6,15,5.17,4.53,2x2,4,2,5.2,,,256QAM,256QAM
LO,L,4,27.8,29,17.26,16.42,4x2,4,2,12.3,,,,
LO,L,4,18.5,15,2.39,2.17,4x2,4,2,7.9,,,,
LO,L,4,21.3,49,21.63,0,4x2,4,1,5.7,10,0,256QAM,64QAM
LO,L,4,25.8,14,4.85,5.9,2x2,4,1,5.4,,,256QAM,256QAM
LO,L,4,27.8,27,17.26,16.92,4x2,4,2,11.9,,,,
LO,L,4,20,12,2.51,2.06,4x2,4,2,9.5,,,,
LO,L,4,21.6,48,23.05,0,4x2,4,1,6.3,10,0,256QAM,64QAM
LO,L,4,25.8,13,6.01,3.87,2x2,4,2,4,,,256QAM,256QAM
LO,L,4,28,24,16.65,16.23,4x2,4,2,10.6,,,,
LO,L,4,19,11,2.1,1.74,4x2,4,2,8.1,,,,
LO,L,4,21.3,44,22.16,0,4x2,4,1,6.1,10,0,256QAM,64QAM
LO,L,4,26.2,13,6.73,3.96,2x2,4,2,5.4,,,256QAM,256QAM
LO,L,4,27.9,23,16.25,15.75,4x2,4,2,10.8,,,,
LO,L,4,18.7,10,3.25,2.22,4x2,4,2,11.9,,,,
LO,L,4,21.5,49,23.59,0,4x2,4,1,7.1,10,0,256QAM,64QAM
LO,L,4,25.7,14,4.9,7.18,2x2,4,1,4.7,,,256QAM,256QAM
LO,L,4,27.7,24,15.69,15.04,4x2,4,2,1.6,,,,
LO,L,4,17.5,12,2.47,2.04,,,,5.9,,,,
LO,L,4,21.5,51,26.81,0,4x2,4,1,6.8,10,0,256QAM,64QAM
LO,L,4,26,13,5.77,4.83,2x2,4,1,3.7,,,256QAM,256QAM
LO,L,4,27.9,25,17,16.27,4x2,4,1,1.5,,,,
LO,L,4,18.1,0,,,4x2,4,2,0,,,,
LO,L,4,21.4,46,21.76,0,4x2,4,1,6.2,10,0,256QAM,64QAM
LO,L,4,26,13,5.65,5.49,2x2,4,2,4.5,,,256QAM,256QAM
LO,L,4,28,23,16.35,16.12,4x2,4,2,7.4,,,,
LO,L,4,18,13,3.3,2.44,4x2,4,2,10.1,,,,
LO,L,4,22,49,23.44,0,4x2,4,1,6.6,10,0,256QAM,64QAM
LO,L,4,26.3,13,4.91,5.7,2x2,4,1,4.4,,,256QAM,256QAM
LO,L,4,28.1,24,15.69,15.09,4x2,4,2,10.9,,,,
LO,L,4,19,13,2.98,2.63,4x2,4,2,9.3,,,,
LO,L,4,22.1,49,24.42,0,4x2,4,1,6.2,10,0,256QAM,64QAM
LO,L,4,26.5,14,5.29,6.26,2x2,4,2,5.9,,,256QAM,256QAM
LO,L,4,28.1,24,15.52,14.93,4x2,4,2,1.2,,,,
LO,L,4,21.2,0,,,4x2,4,2,0,,,,
LO,L,4,22,45,22.93,0,4x2,4,1,6.5,11,0,256QAM,64QAM
LO,L,4,27,13,5.69,4.8,2x2,4,1,5.1,,,256QAM,256QAM
LO,L,4,28.5,23,15.15,14.7,4x2,4,2,10.6,,,,
LO,L,4,20,13,3.66,3.6,4x2,4,2,13.6,,,,
LO,L,4,21.4,48,23.03,0,4x2,4,1,7.1,11,0,256QAM,64QAM
LO,L,4,26.3,11,7.42,0,2x2,4,1,0,15,0,256QAM,
LO,L,4,27.8,23,15.27,15.2,4x2,4,2,11.3,12,13,,
LO,L,4,18.6,14,3.44,3.59,4x2,4,2,12.3,9,10,,
LO,L,4,21.1,45,13.03,0,4x2,4,1,5.3,11,0,256QAM,64QAM
LO,L,4,26.7,10,2.89,0,2x2,4,1,0,,,256QAM,
LO,L,4,28.9,23,8.59,8.41,4x2,4,1,5.4,,,,
LO,L,4,17.4,12,0.47,0.46,4x2,4,2,11.9,,,,
LO,L,4,22.1,58,16.8,0,4x2,4,1,7.8,11,0,256QAM,64QAM
LO,L,4,26.1,17,3.44,4.57,2x2,4,2,4.7,,,256QAM,256QAM
LO,L,4,27.8,29,11.65,11.46,4x2,4,2,1,,,,
LO,L,4,19.4,15,2.93,3.49,4x2,4,2,3.4,,,,
LO,L,4,20.1,67,24.36,0,4x2,4,1,8,10,0,256QAM,64QAM
LO,L,4,26.9,20,5.65,8.23,2x2,4,2,7.7,,,256QAM,256QAM
LO,L,4,26.8,38,14.96,14.93,4x2,4,2,0.3,,,,
LO,L,4,17.6,19,5.82,5.88,4x2,4,2,9.5,,,,
LO,L,4,21.9,52,16.24,0,4x2,4,1,5.9,10,0,256QAM,64QAM
LO,L,4,26.9,15,5.05,3.12,2x2,4,2,4.2,,,256QAM,256QAM
LO,L,4,27.7,28,11.99,11.75,4x2,4,2,0.3,,,,
LO,L,4,17,14,3.67,3.75,4x2,4,2,9,,,,
LO,L,4,18.7,60,13.9,0,4x2,4,1,7.6,10,0,256QAM,64QAM
LO,L,4,27.5,18,2.79,3.99,2x2,4,2,5.1,8,10,256QAM,256QAM
LO,L,4,28.1,32,9.15,8.82,4x2,4,2,1,14,14,,
LO,L,4,20.4,16,2.72,2.78,4x2,4,2,5.8,10,10,,
LO,L,4,22.8,51,19.96,0,4x2,4,1,6.1,11,0,256QAM,64QAM
LO,L,4,27.7,15,4.18,6.76,2x2,4,2,5.4,,,256QAM,256QAM
LO,L,4,28.3,26,13.04,12.86,4x2,4,2,0.2,,,,
LO,L,4,21.8,13,2.96,2.98,4x2,4,2,3.9,,,,
LO,L,4,22.3,50,18.52,0,4x2,4,1,6,10,0,256QAM,64QAM
LO,L,4,27.4,16,3.73,6.72,4x2,4,2,6.3,,,64QAM,256QAM
LO,L,4,28.1,27,13.25,12.85,4x2,4,2,0.8,,,,
LO,L,4,19.3,14,3.86,3.41,4x2,4,2,5.8,,,,
LO,L,4,21.6,50,18.65,0,4x2,4,1,7.1,10,0,256QAM,64QAM
LO,L,4,26.4,15,3.93,6.65,2x2,4,2,8.1,,,256QAM,256QAM
LO,L,4,27.9,27,13.03,12.83,4x2,4,2,0.6,,,,
LO,L,4,20.1,15,4.42,4.19,4x2,4,2,8.4,,,,
LO,L,4,21.3,52,20.96,0,4x2,4,1,6.7,10,0,256QAM,64QAM
LO,L,4,26.3,15,4.1,6.2,2x2,4,2,5.4,,,256QAM,256QAM
LO,L,4,28.3,26,13.8,13.59,4x2,4,2,0.2,,,,
LO,L,4,23,13,2.7,2.2,4x2,4,2,7.5,,,,
LO,L,4,22.5,51,21.01,0,4x2,4,1,6,10,0,256QAM,64QAM
LO,L,4,26.4,14,3.04,4.53,2x2,4,2,5.2,,,256QAM,256QAM
LO,L,4,27.9,24,13.47,13.11,4x2,4,2,1,,,,
LO,L,4,16.7,12,3.98,3.56,4x2,4,2,8,,,,
LO,L,4,22.5,51,20.61,0,4x2,4,1,5.5,10,0,256QAM,64QAM
LO,L,4,27,12,4.08,1.8,2x2,4,1,0.3,,,256QAM,256QAM
LO,L,4,28.2,26,14.14,13.89,4x2,4,2,0.5,,,,
LO,L,4,17,14,4.03,4.17,4x2,4,2,6.8,,,,
LO,L,4,22,47,19.14,0,4x2,4,1,1.7,11,0,256QAM,64QAM
LO,L,4,26.2,13,4.19,5.24,2x2,4,2,7.4,,,256QAM,256QAM
LO,L,4,28.9,22,11.44,11.05,4x2,4,2,1,,,,
LO,L,4,20.4,13,2.54,1.72,4x2,4,2,15.5,,,,
LO,L,4,22.3,45,21.1,0,4x2,4,1,6.6,11,0,256QAM,64QAM
LO,L,4,26.7,13,4.3,6.9,2x2,4,2,6.2,,,256QAM,256QAM
LO,L,4,28.5,23,12.91,12.37,4x2,4,2,0.7,,,,
LO,L,4,21.1,13,2.26,3.82,4x2,4,2,8,,,,
LO,L,4,22.8,49,23.17,0,4x2,4,1,6.3,11,0,256QAM,64QAM
LO,L,4,26.5,13,3.57,5.98,2x2,4,2,5.9,,,64QAM,256QAM
LO,L,4,28.1,21,12.65,12.32,4x2,4,2,0.4,,,,
LO,L,4,17.6,13,3.82,2.77,4x2,4,2,7.9,,,,
LO,L,4,22.2,47,22.28,0,4x2,4,1,6,11,0,256QAM,64QAM
LO,L,4,26.5,13,2.77,4.7,2x2,4,2,3.8,,,64QAM,256QAM
LO,L,4,28.5,23,13.46,13.03,4x2,4,2,0.3,,,,
LO,L,4,17.4,14,5.49,3.72,4x2,4,2,10.5,,,,
LO,L,4,22.2,47,19.79,0,4x2,4,1,6.8,11,0,256QAM,64QAM
LO,L,4,27.1,14,3.72,6.53,2x2,4,2,5.2,,,64QAM,256QAM
LO,L,4,28.3,25,13.38,12.92,4x2,4,2,0.6,,,,
LO,L,4,17,13,2.58,3.49,4x2,4,2,8,,,,
LO,L,4,21.3,49,19.61,0,4x2,4,1,4.6,11,0,256QAM,64QAM
LO,L,4,26.8,14,3.9,4.96,2x2,4,1,3,,,256QAM,256QAM
LO,L,4,28.3,25,12.61,12.45,4x2,4,1,0.4,,,,
LO,L,4,17.1,14,3.05,4.77,4x2,4,2,7.9,,,,
LO,L,4,22.5,49,24.48,0,4x2,4,1,7.4,11,0,256QAM,64QAM
LO,L,4,26.6,10,4.08,2.42,2x2,4,2,0.6,,,256QAM,256QAM
LO,L,4,28.2,25,14.82,14.37,4x2,4,2,0.4,,,,
LO,L,4,17,14,2.42,3.84,4x2,4,2,9.6,,,,
LO,L,4,22.3,38,19.34,0,4x2,4,1,6.4,11,0,256QAM,64QAM
LO,L,4,27.1,10,3.8,4.42,2x2,4,2,3.7,,,256QAM,256QAM
LO,L,4,26.4,22,14.32,14.06,4x2,4,2,0.2,,,,
LO,L,4,17,12,4.45,3.34,4x2,4,2,7.3,,,,
LO,L,4,22,37,18.39,0,4x2,4,1,4.8,11,0,256QAM,64QAM
LO,L,4,27.1,11,5.01,4.05,2x2,4,1,3.3,,,256QAM,256QAM
LO,L,4,26.7,21,13.71,13.38,4x2,4,2,0.3,,,,
LO,L,4,16.9,10,3.72,3.49,4x2,4,2,9.1,,,,
LO,L,4,21.6,39,20.87,0,4x2,4,1,8.1,11,0,256QAM,64QAM
LO,L,4,26.7,12,4.37,4.87,2x2,4,2,4.8,,,256QAM,256QAM
LO,L,4,25.8,26,15.77,15.54,4x2,4,2,0.8,,,,
LO,L,4,16.4,4,1.09,1.18,4x2,4,2,10.9,,,,
LO,L,4,22.2,42,22.09,0,4x2,4,1,7.5,11,0,256QAM,64QAM
LO,L,4,26.1,12,3.79,6.8,2x2,4,1,3.7,8,12,64QAM,256QAM
LO,L,4,26.9,22,14.08,13.96,4x2,4,2,0.5,15,15,,
LO,L,4,17.2,9,2.47,2.4,4x2,4,2,3.6,9,10,,
LO,L,4,23.5,43,21.35,0,4x2,4,1,5,11,0,256QAM,64QAM
LO,L,4,27,13,4.47,7.22,2x2,4,2,3.4,,,64QAM,256QAM
LO,L,4,28.3,23,13.29,13.13,4x2,4,2,0.4,,,,
LO,L,4,17.7,11,3.51,3.71,4x2,4,2,8.4,,,,
LO,L,4,22.4,44,23.05,0,4x2,4,1,1.7,11,0,256QAM,64QAM
LO,L,4,26.7,12,3.02,4.71,2x2,4,2,5,,,256QAM,256QAM
LO,L,4,28.5,23,14.89,14.72,4x2,4,2,0.4,,,,
LO,L,4,17.2,10,3.79,3.71,4x2,4,2,1.4,,,,
LO,L,4,22.4,44,22.87,0,4x2,4,1,6.8,11,0,256QAM,64QAM
LO,L,4,26.4,11,4.46,5.81,2x2,4,2,3.6,,,256QAM,256QAM
LO,L,4,28.5,21,13.8,13.58,4x2,4,2,0.5,,,,
LO,L,4,17.6,9,3.46,2.89,4x2,4,2,8.1,,,,
LO,L,4,22.4,51,24.63,0,4x2,4,1,6.7,11,0,256QAM,64QAM
LO,L,4,25.8,13,3.29,3.25,2x2,4,2,2.5,,,256QAM,256QAM
LO,L,4,28.4,25,14.97,14.93,4x2,4,2,0.6,,,,
LO,L,4,16.9,12,0.88,0.76,4x2,4,2,4.9,,,,
LO,L,4,22.2,48,21.69,0,4x2,4,1,6.7,11,0,256QAM,64QAM
LO,L,4,26.5,12,5.56,3.45,2x2,4,2,2.5,,,256QAM,256QAM
LO,L,4,28.1,24,13.36,13,4x2,4,2,0.8,,,,
LO,L,4,16.6,13,3.34,2.2,4x2,4,2,6,,,,
LO,L,4,22,46,21.4,0,4x2,4,1,6,11,0,256QAM,64QAM
LO,L,4,26.1,12,3.69,6.5,2x2,4,1,3.5,,,64QAM,256QAM
LO,L,4,28.5,23,13.87,13.62,4x2,4,2,0.6,,,,
LO,L,4,17.1,10,3.56,3.79,4x2,4,2,2.4,,,,
LO,L,4,21.9,47,24.91,0,4x2,4,1,5.9,11,0,256QAM,64QAM
LO,L,4,25.9,12,2.74,2.91,2x2,4,2,5.6,,,256QAM,256QAM
LO,L,4,28.3,23,15.05,14.82,4x2,4,2,0.3,,,,
LO,L,4,17.8,12,4.7,3.33,4x2,4,2,7.4,,,,
LO,L,4,21.5,42,20.95,0,4x2,4,1,6.9,11,0,256QAM,64QAM
LO,L,4,25.9,13,4.53,7.74,2x2,4,1,4.4,,,64QAM,256QAM
LO,L,4,28.4,22,14.18,14.12,4x2,4,2,0.5,,,,
LO,L,4,17,13,3.75,4.58,4x2,4,2,11.9,,,,
LO,L,4,21.9,41,21,0,4x2,4,1,5,11,0,256QAM,64QAM
LO,L,4,26.1,13,4.25,7.44,2x2,4,2,6.4,,,64QAM,256QAM
LO,L,4,28.9,21,13.26,13.14,4x2,4,2,0.3,,,,
LO,L,4,17.2,10,2.06,2.5,4x2,4,2,4,,,,
LO,L,4,23,49,21.12,1.67,4x2,4,1,13,10,0,256QAM,64QAM
LO,L,4,24.2,11,5,5.62,2x2,4,2,6,,,256QAM,256QAM
LO,L,4,28.1,22,14.14,13.61,4x2,4,2,2.3,,,,
LO,L,4,17.9,12,2.55,2.73,4x2,4,2,10.6,,,,
LO,L,4,22.8,48,17.68,6.45,4x2,4,1,6.9,5,6,256QAM,64QAM
LO,L,4,20.5,11,3.49,1.96,2x2,4,1,2.1,,,256QAM,256QAM
LO,L,4,22.8,23,13.26,13.4,4x2,4,2,4.1,,,,
LO,L,4,14.9,12,4.77,4.93,4x2,4,2,5.4,,,,
LO,L,4,23.3,47,19.02,16.56,4x2,4,2,7.6,8,8,256QAM,256QAM
LO,L,4,20.9,7,3.19,2.2,2x2,4,2,2.2,,,256QAM,256QAM
LO,L,4,23.7,22,14.72,13.44,4x2,4,2,3.2,,,,
LO,L,4,17.2,0,,,,,,0,,,,
LO,L,4,24.1,45,18.83,12.96,4x2,4,2,6.6,8,6,256QAM,64QAM
LO,L,4,20.2,8,4.05,4.14,2x2,4,2,2.4,,,256QAM,256QAM
LO,L,4,24.6,20,12.65,12.53,4x2,4,2,0.7,,,,
LO,L,4,16.5,10,6,3.86,4x2,4,2,7,,,,
LO,L,4,23.7,45,19.94,4.75,4x2,4,1,7.2,11,0,256QAM,64QAM
LO,L,4,23.4,10,5.82,5.17,2x2,4,2,5.9,,,256QAM,256QAM
LO,L,4,22,21,13.41,13.36,4x2,4,2,2.1,,,,
LO,L,4,17,12,6.02,4.21,4x2,4,1,6,,,,
LO,L,4,23.6,46,13.44,9.3,4x2,4,2,6.1,7,4,64QAM,64QAM
LO,L,4,20.2,11,5.84,5.47,2x2,4,2,4,,,256QAM,256QAM
LO,L,4,22.3,21,13.16,13.14,4x2,4,2,3.9,,,,
LO,L,4,16.3,11,2.95,1.81,4x2,4,2,5.6,,,,
LO,L,4,23.7,45,14.07,9.83,4x2,4,2,7.6,7,5,256QAM,64QAM
LO,L,4,21.8,12,5.99,5.45,2x2,4,2,8.3,,,256QAM,256QAM
LO,L,4,22.4,23,12.47,13.02,4x2,4,2,4.8,,,,
LO,L,4,16.9,11,3.19,2.09,4x2,4,2,5.9,,,,
LO,L,4,22.9,45,12.56,11.3,4x2,4,2,6.3,6,6,64QAM,64QAM
LO,L,4,20.2,11,4.94,3.59,2x2,4,2,1.9,,,256QAM,256QAM
LO,L,4,22.5,21,11.73,11.9,4x2,4,2,1.8,,,,
LO,L,4,17.7,11,5.23,3.2,4x2,4,2,4.3,,,,
LO,L,4,23.3,50,16.91,11.8,4x2,4,2,10.2,5,7,64QAM,64QAM
LO,L,4,21.8,9,6.27,0,2x2,4,1,0.4,,,256QAM,
LO,L,4,21.9,22,14.83,14.8,4x2,4,2,2.7,,,,
LO,L,4,18.4,11,2.53,1.86,4x2,4,2,3.4,,,,
